"Shoulder"|"20528897"|"8278523"
"Shoulder"|"20528898"|"8278526"
"Backslope"|"20528899"|"8278529"
"Backslope"|"20528900"|"8278532"
"Shoulder"|"20528901"|"8278535"
"Shoulder"|"20528902"|"8278538"
"Backslope"|"20528903"|"8278850"
"Backslope"|"20528904"|"8278919"
"Backslope"|"20528905"|"8278906"
"Footslope"|"20528906"|"8278865"
"Footslope"|"20528907"|"8278692"
"Footslope"|"20528908"|"8278696"
"Footslope"|"20528909"|"8278700"
"Footslope"|"20528910"|"8278704"
"Backslope"|"20528911"|"8278944"
"Backslope"|"20528912"|"8278935"
"Backslope"|"20528913"|"8278611"
"Summit"|"20528914"|"8278630"
"Shoulder"|"20528915"|"8278633"
"Shoulder"|"20528916"|"8278636"
"Backslope"|"20528917"|"8278639"
"Backslope"|"20528918"|"8278642"
"Backslope"|"20528919"|"8278541"
"Backslope"|"20528920"|"8278544"
"Shoulder"|"20528921"|"8278599"
"Shoulder"|"20528922"|"8278602"
"Summit"|"20528923"|"8278605"
"Shoulder"|"20528924"|"8278608"
"Summit"|"20528927"|"8278647"
"Summit"|"20528928"|"8278650"
"Shoulder"|"20528929"|"8278653"
"Backslope"|"20528930"|"8278656"
"Summit"|"20528931"|"8278672"
"Summit"|"20528932"|"8278674"
"Shoulder"|"20528933"|"8278676"
"Backslope"|"20528934"|"8278718"
"Backslope"|"20528935"|"8278723"
"Toeslope"|"20528936"|"8278522"
"Toeslope"|"20528940"|"8278553"
"Toeslope"|"20528941"|"8278554"
"Toeslope"|"20528942"|"8278818"
"Toeslope"|"20528943"|"8278829"
"Toeslope"|"20528944"|"8278832"
"Toeslope"|"20528949"|"8278806"
"Toeslope"|"20528950"|"8278811"
"Toeslope"|"20528954"|"8278684"
"Toeslope"|"20528955"|"8278685"
"Toeslope"|"20528961"|"8278668"
"Toeslope"|"20528962"|"8278669"
"Toeslope"|"20528963"|"8278622"
"Toeslope"|"20528971"|"8278620"
"Toeslope"|"20528974"|"8278621"
"Footslope"|"20528975"|"8278679"
"Footslope"|"20528976"|"8278681"
"Footslope"|"20528977"|"8278833"
"Summit"|"20528978"|"8278728"
"Shoulder"|"20528979"|"8278731"
"Backslope"|"20528980"|"8278734"
"Backslope"|"20528981"|"8278737"
"Backslope"|"20528982"|"8278740"
"Summit"|"20528983"|"8278547"
"Footslope"|"20528985"|"8278548"
"Summit"|"20528992"|"8278683"
"Summit"|"20528997"|"8278661"
"Summit"|"20528999"|"8278666"
"Summit"|"20529001"|"8278667"
"Toeslope"|"20529003"|"8278578"
"Summit"|"20529004"|"8278579"
"Summit"|"20529008"|"8278729"
"Shoulder"|"20529009"|"8278732"
"Backslope"|"20529010"|"8278735"
"Backslope"|"20529011"|"8278738"
"Backslope"|"20529012"|"8278741"
"Toeslope"|"20529014"|"8278549"
"Toeslope"|"20529016"|"8278551"
"Toeslope"|"20529017"|"8278580"
"Toeslope"|"20529021"|"8278645"
"Toeslope"|"20529023"|"8278659"
"Summit"|"20529027"|"8278648"
"Summit"|"20529028"|"8278651"
"Shoulder"|"20529029"|"8278654"
"Backslope"|"20529030"|"8278657"
"Backslope"|"20529031"|"8278719"
"Backslope"|"20529032"|"8278724"
"Shoulder"|"20529033"|"8278524"
"Shoulder"|"20529034"|"8278527"
"Backslope"|"20529035"|"8278530"
"Backslope"|"20529036"|"8278533"
"Shoulder"|"20529037"|"8278536"
"Shoulder"|"20529038"|"8278539"
"Summit"|"20529039"|"8278921"
"Shoulder"|"20529039"|"8278922"
"Backslope"|"20529040"|"8278918"
