"Aquic"|"13889425"|"4724395"
"Aquic"|"13889426"|"4724396"
"Aquic"|"13889427"|"4724397"
"Udic"|"13889428"|"4724398"
"Udic"|"13889429"|"4724399"
"Aquic"|"13889430"|"4724400"
"Udic"|"13889431"|"4724401"
"Udic"|"13889432"|"4724402"
"Aquic"|"13889433"|"4724403"
"Udic"|"13889434"|"4724404"
"Udic"|"13889435"|"4724405"
"Udic"|"13889436"|"4724406"
"Udic"|"13889437"|"4724407"
"Aquic"|"13889438"|"4724408"
"Udic"|"13889439"|"4724409"
"Aquic"|"13889440"|"4724410"
"Udic"|"13889441"|"4724411"
"Udic"|"13889442"|"4724412"
"Aquic"|"13889443"|"4724413"
"Udic"|"13889444"|"4724414"
"Udic"|"13889445"|"4724415"
"Udic"|"13889446"|"4724416"
"Udic"|"13889451"|"4724417"
"Udic"|"13889452"|"4724418"
"Udic"|"13889453"|"4724419"
"Udic"|"13889455"|"4724420"
"Udic"|"13889456"|"4724421"
"Udic"|"13889457"|"4724422"
"Udic"|"13889459"|"4724423"
"Udic"|"13889460"|"4724424"
"Udic"|"13889462"|"4724425"
"Udic"|"13889464"|"4724426"
"Udic"|"13889466"|"4724427"
"Udic"|"13889468"|"4724428"
"Udic"|"13889470"|"4724429"
"Udic"|"13889471"|"4724430"
"Udic"|"13889474"|"4724431"
"Udic"|"13889477"|"4724432"
"Udic"|"13889478"|"4724433"
"Udic"|"13889479"|"4724434"
"Udic"|"13889481"|"4724435"
"Udic"|"13889484"|"4724436"
"Udic"|"13889485"|"4724437"
"Udic"|"13889486"|"4724438"
"Udic"|"13889487"|"4724439"
"Udic"|"13889491"|"4724440"
"Udic"|"13889493"|"4724441"
"Udic"|"13889494"|"4724442"
"Udic"|"13889495"|"4724443"
