1|"January"|"None"||"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||"13888809"|"145348980"
2|"February"|"None"||"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||"13888809"|"145348981"
3|"March"|"None"||"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||"13888809"|"145348982"
4|"April"|"None"||"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||"13888809"|"145348983"
5|"May"|"None"||"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||"13888809"|"145348984"
6|"June"|"None"||"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||"13888809"|"145348985"
7|"July"|"None"|||||||||||||"13888809"|"145348986"
8|"August"|"None"|||||||||||||"13888809"|"145348987"
9|"September"|"None"|||||||||||||"13888809"|"145348988"
10|"October"|"None"|||||||||||||"13888809"|"145348989"
11|"November"|"None"||"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||"13888809"|"145348990"
12|"December"|"None"||"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||"13888809"|"145348991"
4|"April"||||||||||||||"13888810"|"145348992"
8|"August"||||||||||||||"13888810"|"145348993"
12|"December"||||||||||||||"13888810"|"145348994"
2|"February"||||||||||||||"13888810"|"145348995"
1|"January"||||||||||||||"13888810"|"145348996"
7|"July"||||||||||||||"13888810"|"145348997"
6|"June"||||||||||||||"13888810"|"145348998"
3|"March"||||||||||||||"13888810"|"145348999"
5|"May"||||||||||||||"13888810"|"145349000"
11|"November"||||||||||||||"13888810"|"145349001"
10|"October"||||||||||||||"13888810"|"145349002"
9|"September"||||||||||||||"13888810"|"145349003"
4|"April"||||||||||||||"13888811"|"145349004"
8|"August"||||||||||||||"13888811"|"145349005"
12|"December"||||||||||||||"13888811"|"145349006"
2|"February"||||||||||||||"13888811"|"145349007"
1|"January"||||||||||||||"13888811"|"145349008"
7|"July"||||||||||||||"13888811"|"145349009"
6|"June"||||||||||||||"13888811"|"145349010"
3|"March"||||||||||||||"13888811"|"145349011"
5|"May"||||||||||||||"13888811"|"145349012"
11|"November"||||||||||||||"13888811"|"145349013"
10|"October"||||||||||||||"13888811"|"145349014"
9|"September"||||||||||||||"13888811"|"145349015"
4|"April"||||||||||||||"13888812"|"145349016"
8|"August"||||||||||||||"13888812"|"145349017"
12|"December"||||||||||||||"13888812"|"145349018"
2|"February"||||||||||||||"13888812"|"145349019"
1|"January"||||||||||||||"13888812"|"145349020"
7|"July"||||||||||||||"13888812"|"145349021"
6|"June"||||||||||||||"13888812"|"145349022"
3|"March"||||||||||||||"13888812"|"145349023"
5|"May"||||||||||||||"13888812"|"145349024"
11|"November"||||||||||||||"13888812"|"145349025"
10|"October"||||||||||||||"13888812"|"145349026"
9|"September"||||||||||||||"13888812"|"145349027"
4|"April"||||||||||||||"13888813"|"145349028"
8|"August"||||||||||||||"13888813"|"145349029"
12|"December"||||||||||||||"13888813"|"145349030"
2|"February"||||||||||||||"13888813"|"145349031"
1|"January"||||||||||||||"13888813"|"145349032"
7|"July"||||||||||||||"13888813"|"145349033"
6|"June"||||||||||||||"13888813"|"145349034"
3|"March"||||||||||||||"13888813"|"145349035"
5|"May"||||||||||||||"13888813"|"145349036"
11|"November"||||||||||||||"13888813"|"145349037"
10|"October"||||||||||||||"13888813"|"145349038"
9|"September"||||||||||||||"13888813"|"145349039"
4|"April"|"None"||"None"|||||||||||"13888814"|"145349040"
8|"August"|"None"||"None"|||||||||||"13888814"|"145349041"
12|"December"|"None"||"None"|||||||||||"13888814"|"145349042"
2|"February"|"None"||"None"|||||||||||"13888814"|"145349043"
1|"January"|"None"||"None"|||||||||||"13888814"|"145349044"
7|"July"|"None"||"None"|||||||||||"13888814"|"145349045"
6|"June"|"None"||"None"|||||||||||"13888814"|"145349046"
3|"March"|"None"||"None"|||||||||||"13888814"|"145349047"
5|"May"|"None"||"None"|||||||||||"13888814"|"145349048"
11|"November"|"None"||"None"|||||||||||"13888814"|"145349049"
10|"October"|"None"||"None"|||||||||||"13888814"|"145349050"
9|"September"|"None"||"None"|||||||||||"13888814"|"145349051"
4|"April"|"None"||"None"|||||||||||"13888815"|"145349052"
8|"August"|"None"||"None"|||||||||||"13888815"|"145349053"
12|"December"|"None"||"None"|||||||||||"13888815"|"145349054"
2|"February"|"None"||"None"|||||||||||"13888815"|"145349055"
1|"January"|"None"||"None"|||||||||||"13888815"|"145349056"
7|"July"|"None"||"None"|||||||||||"13888815"|"145349057"
6|"June"|"None"||"None"|||||||||||"13888815"|"145349058"
3|"March"|"None"||"None"|||||||||||"13888815"|"145349059"
5|"May"|"None"||"None"|||||||||||"13888815"|"145349060"
11|"November"|"None"||"None"|||||||||||"13888815"|"145349061"
10|"October"|"None"||"None"|||||||||||"13888815"|"145349062"
9|"September"|"None"||"None"|||||||||||"13888815"|"145349063"
4|"April"|"None"|||||||||||||"13888816"|"145349064"
8|"August"|"None"|||||||||||||"13888816"|"145349065"
12|"December"|"None"|||||||||||||"13888816"|"145349066"
2|"February"|"None"|||||||||||||"13888816"|"145349067"
1|"January"|"None"|||||||||||||"13888816"|"145349068"
7|"July"|"None"|||||||||||||"13888816"|"145349069"
6|"June"|"None"|||||||||||||"13888816"|"145349070"
3|"March"|"None"|||||||||||||"13888816"|"145349071"
5|"May"|"None"|||||||||||||"13888816"|"145349072"
11|"November"|"None"|||||||||||||"13888816"|"145349073"
10|"October"|"None"|||||||||||||"13888816"|"145349074"
9|"September"|"None"|||||||||||||"13888816"|"145349075"
4|"April"||||||||||||||"13888817"|"145349076"
8|"August"||||||||||||||"13888817"|"145349077"
12|"December"||||||||||||||"13888817"|"145349078"
2|"February"||||||||||||||"13888817"|"145349079"
1|"January"||||||||||||||"13888817"|"145349080"
7|"July"||||||||||||||"13888817"|"145349081"
6|"June"||||||||||||||"13888817"|"145349082"
3|"March"||||||||||||||"13888817"|"145349083"
5|"May"||||||||||||||"13888817"|"145349084"
11|"November"||||||||||||||"13888817"|"145349085"
10|"October"||||||||||||||"13888817"|"145349086"
9|"September"||||||||||||||"13888817"|"145349087"
4|"April"||||||||||||||"13888818"|"145349088"
8|"August"||||||||||||||"13888818"|"145349089"
12|"December"||||||||||||||"13888818"|"145349090"
2|"February"||||||||||||||"13888818"|"145349091"
1|"January"||||||||||||||"13888818"|"145349092"
7|"July"||||||||||||||"13888818"|"145349093"
6|"June"||||||||||||||"13888818"|"145349094"
3|"March"||||||||||||||"13888818"|"145349095"
5|"May"||||||||||||||"13888818"|"145349096"
11|"November"||||||||||||||"13888818"|"145349097"
10|"October"||||||||||||||"13888818"|"145349098"
9|"September"||||||||||||||"13888818"|"145349099"
4|"April"||||||||||||||"13888819"|"145349100"
8|"August"||||||||||||||"13888819"|"145349101"
12|"December"||||||||||||||"13888819"|"145349102"
2|"February"||||||||||||||"13888819"|"145349103"
1|"January"||||||||||||||"13888819"|"145349104"
7|"July"||||||||||||||"13888819"|"145349105"
6|"June"||||||||||||||"13888819"|"145349106"
3|"March"||||||||||||||"13888819"|"145349107"
5|"May"||||||||||||||"13888819"|"145349108"
11|"November"||||||||||||||"13888819"|"145349109"
10|"October"||||||||||||||"13888819"|"145349110"
9|"September"||||||||||||||"13888819"|"145349111"
4|"April"||||||||||||||"13888820"|"145349112"
8|"August"||||||||||||||"13888820"|"145349113"
12|"December"||||||||||||||"13888820"|"145349114"
2|"February"||||||||||||||"13888820"|"145349115"
1|"January"||||||||||||||"13888820"|"145349116"
7|"July"||||||||||||||"13888820"|"145349117"
6|"June"||||||||||||||"13888820"|"145349118"
3|"March"||||||||||||||"13888820"|"145349119"
5|"May"||||||||||||||"13888820"|"145349120"
11|"November"||||||||||||||"13888820"|"145349121"
10|"October"||||||||||||||"13888820"|"145349122"
9|"September"||||||||||||||"13888820"|"145349123"
4|"April"|"None"||"None"|||||||||||"13888821"|"145349124"
8|"August"|"None"||"None"|||||||||||"13888821"|"145349125"
12|"December"|"None"||"None"|||||||||||"13888821"|"145349126"
2|"February"|"None"||"None"|||||||||||"13888821"|"145349127"
1|"January"|"None"||"None"|||||||||||"13888821"|"145349128"
7|"July"|"None"||"None"|||||||||||"13888821"|"145349129"
6|"June"|"None"||"None"|||||||||||"13888821"|"145349130"
3|"March"|"None"||"None"|||||||||||"13888821"|"145349131"
5|"May"|"None"||"None"|||||||||||"13888821"|"145349132"
11|"November"|"None"||"None"|||||||||||"13888821"|"145349133"
10|"October"|"None"||"None"|||||||||||"13888821"|"145349134"
9|"September"|"None"||"None"|||||||||||"13888821"|"145349135"
4|"April"|"None"||"None"|||||||||||"13888822"|"145349136"
8|"August"|"None"||"None"|||||||||||"13888822"|"145349137"
12|"December"|"None"||"None"|||||||||||"13888822"|"145349138"
2|"February"|"None"||"None"|||||||||||"13888822"|"145349139"
1|"January"|"None"||"None"|||||||||||"13888822"|"145349140"
7|"July"|"None"||"None"|||||||||||"13888822"|"145349141"
6|"June"|"None"||"None"|||||||||||"13888822"|"145349142"
3|"March"|"None"||"None"|||||||||||"13888822"|"145349143"
5|"May"|"None"||"None"|||||||||||"13888822"|"145349144"
11|"November"|"None"||"None"|||||||||||"13888822"|"145349145"
10|"October"|"None"||"None"|||||||||||"13888822"|"145349146"
9|"September"|"None"||"None"|||||||||||"13888822"|"145349147"
4|"April"|"None"|||||||||||||"13888823"|"145349148"
8|"August"|"None"|||||||||||||"13888823"|"145349149"
12|"December"|"None"|||||||||||||"13888823"|"145349150"
2|"February"|"None"|||||||||||||"13888823"|"145349151"
1|"January"|"None"|||||||||||||"13888823"|"145349152"
7|"July"|"None"|||||||||||||"13888823"|"145349153"
6|"June"|"None"|||||||||||||"13888823"|"145349154"
3|"March"|"None"|||||||||||||"13888823"|"145349155"
5|"May"|"None"|||||||||||||"13888823"|"145349156"
11|"November"|"None"|||||||||||||"13888823"|"145349157"
10|"October"|"None"|||||||||||||"13888823"|"145349158"
9|"September"|"None"|||||||||||||"13888823"|"145349159"
4|"April"||||||||||||||"13888824"|"145349160"
8|"August"||||||||||||||"13888824"|"145349161"
12|"December"||||||||||||||"13888824"|"145349162"
2|"February"||||||||||||||"13888824"|"145349163"
1|"January"||||||||||||||"13888824"|"145349164"
7|"July"||||||||||||||"13888824"|"145349165"
6|"June"||||||||||||||"13888824"|"145349166"
3|"March"||||||||||||||"13888824"|"145349167"
5|"May"||||||||||||||"13888824"|"145349168"
11|"November"||||||||||||||"13888824"|"145349169"
10|"October"||||||||||||||"13888824"|"145349170"
9|"September"||||||||||||||"13888824"|"145349171"
4|"April"||||||||||||||"13888825"|"145349172"
8|"August"||||||||||||||"13888825"|"145349173"
12|"December"||||||||||||||"13888825"|"145349174"
2|"February"||||||||||||||"13888825"|"145349175"
1|"January"||||||||||||||"13888825"|"145349176"
7|"July"||||||||||||||"13888825"|"145349177"
6|"June"||||||||||||||"13888825"|"145349178"
3|"March"||||||||||||||"13888825"|"145349179"
5|"May"||||||||||||||"13888825"|"145349180"
11|"November"||||||||||||||"13888825"|"145349181"
10|"October"||||||||||||||"13888825"|"145349182"
9|"September"||||||||||||||"13888825"|"145349183"
4|"April"||||||||||||||"13888826"|"145349184"
8|"August"||||||||||||||"13888826"|"145349185"
12|"December"||||||||||||||"13888826"|"145349186"
2|"February"||||||||||||||"13888826"|"145349187"
1|"January"||||||||||||||"13888826"|"145349188"
7|"July"||||||||||||||"13888826"|"145349189"
6|"June"||||||||||||||"13888826"|"145349190"
3|"March"||||||||||||||"13888826"|"145349191"
5|"May"||||||||||||||"13888826"|"145349192"
11|"November"||||||||||||||"13888826"|"145349193"
10|"October"||||||||||||||"13888826"|"145349194"
9|"September"||||||||||||||"13888826"|"145349195"
4|"April"||||||||||||||"13888827"|"145349196"
8|"August"||||||||||||||"13888827"|"145349197"
12|"December"||||||||||||||"13888827"|"145349198"
2|"February"||||||||||||||"13888827"|"145349199"
1|"January"||||||||||||||"13888827"|"145349200"
7|"July"||||||||||||||"13888827"|"145349201"
6|"June"||||||||||||||"13888827"|"145349202"
3|"March"||||||||||||||"13888827"|"145349203"
5|"May"||||||||||||||"13888827"|"145349204"
11|"November"||||||||||||||"13888827"|"145349205"
10|"October"||||||||||||||"13888827"|"145349206"
9|"September"||||||||||||||"13888827"|"145349207"
4|"April"|"None"||"None"|||||||||||"13888828"|"145349208"
8|"August"|"None"||"None"|||||||||||"13888828"|"145349209"
12|"December"|"None"||"None"|||||||||||"13888828"|"145349210"
2|"February"|"None"||"None"|||||||||||"13888828"|"145349211"
1|"January"|"None"||"None"|||||||||||"13888828"|"145349212"
7|"July"|"None"||"None"|||||||||||"13888828"|"145349213"
6|"June"|"None"||"None"|||||||||||"13888828"|"145349214"
3|"March"|"None"||"None"|||||||||||"13888828"|"145349215"
5|"May"|"None"||"None"|||||||||||"13888828"|"145349216"
11|"November"|"None"||"None"|||||||||||"13888828"|"145349217"
10|"October"|"None"||"None"|||||||||||"13888828"|"145349218"
9|"September"|"None"||"None"|||||||||||"13888828"|"145349219"
4|"April"|"None"||"None"|||||||||||"13888829"|"145349220"
8|"August"|"None"||"None"|||||||||||"13888829"|"145349221"
12|"December"|"None"||"None"|||||||||||"13888829"|"145349222"
2|"February"|"None"||"None"|||||||||||"13888829"|"145349223"
1|"January"|"None"||"None"|||||||||||"13888829"|"145349224"
7|"July"|"None"||"None"|||||||||||"13888829"|"145349225"
6|"June"|"None"||"None"|||||||||||"13888829"|"145349226"
3|"March"|"None"||"None"|||||||||||"13888829"|"145349227"
5|"May"|"None"||"None"|||||||||||"13888829"|"145349228"
11|"November"|"None"||"None"|||||||||||"13888829"|"145349229"
10|"October"|"None"||"None"|||||||||||"13888829"|"145349230"
9|"September"|"None"||"None"|||||||||||"13888829"|"145349231"
4|"April"|"None"|||||||||||||"13888830"|"145349232"
8|"August"|"None"|||||||||||||"13888830"|"145349233"
12|"December"|"None"|||||||||||||"13888830"|"145349234"
2|"February"|"None"|||||||||||||"13888830"|"145349235"
1|"January"|"None"|||||||||||||"13888830"|"145349236"
7|"July"|"None"|||||||||||||"13888830"|"145349237"
6|"June"|"None"|||||||||||||"13888830"|"145349238"
3|"March"|"None"|||||||||||||"13888830"|"145349239"
5|"May"|"None"|||||||||||||"13888830"|"145349240"
11|"November"|"None"|||||||||||||"13888830"|"145349241"
10|"October"|"None"|||||||||||||"13888830"|"145349242"
9|"September"|"None"|||||||||||||"13888830"|"145349243"
4|"April"||||||||||||||"13888831"|"145349244"
8|"August"||||||||||||||"13888831"|"145349245"
12|"December"||||||||||||||"13888831"|"145349246"
2|"February"||||||||||||||"13888831"|"145349247"
1|"January"||||||||||||||"13888831"|"145349248"
7|"July"||||||||||||||"13888831"|"145349249"
6|"June"||||||||||||||"13888831"|"145349250"
3|"March"||||||||||||||"13888831"|"145349251"
5|"May"||||||||||||||"13888831"|"145349252"
11|"November"||||||||||||||"13888831"|"145349253"
10|"October"||||||||||||||"13888831"|"145349254"
9|"September"||||||||||||||"13888831"|"145349255"
4|"April"||||||||||||||"13888832"|"145349256"
8|"August"||||||||||||||"13888832"|"145349257"
12|"December"||||||||||||||"13888832"|"145349258"
2|"February"||||||||||||||"13888832"|"145349259"
1|"January"||||||||||||||"13888832"|"145349260"
7|"July"||||||||||||||"13888832"|"145349261"
6|"June"||||||||||||||"13888832"|"145349262"
3|"March"||||||||||||||"13888832"|"145349263"
5|"May"||||||||||||||"13888832"|"145349264"
11|"November"||||||||||||||"13888832"|"145349265"
10|"October"||||||||||||||"13888832"|"145349266"
9|"September"||||||||||||||"13888832"|"145349267"
4|"April"||||||||||||||"13888833"|"145349268"
8|"August"||||||||||||||"13888833"|"145349269"
12|"December"||||||||||||||"13888833"|"145349270"
2|"February"||||||||||||||"13888833"|"145349271"
1|"January"||||||||||||||"13888833"|"145349272"
7|"July"||||||||||||||"13888833"|"145349273"
6|"June"||||||||||||||"13888833"|"145349274"
3|"March"||||||||||||||"13888833"|"145349275"
5|"May"||||||||||||||"13888833"|"145349276"
11|"November"||||||||||||||"13888833"|"145349277"
10|"October"||||||||||||||"13888833"|"145349278"
9|"September"||||||||||||||"13888833"|"145349279"
4|"April"||||||||||||||"13888834"|"145349280"
8|"August"||||||||||||||"13888834"|"145349281"
12|"December"||||||||||||||"13888834"|"145349282"
2|"February"||||||||||||||"13888834"|"145349283"
1|"January"||||||||||||||"13888834"|"145349284"
7|"July"||||||||||||||"13888834"|"145349285"
6|"June"||||||||||||||"13888834"|"145349286"
3|"March"||||||||||||||"13888834"|"145349287"
5|"May"||||||||||||||"13888834"|"145349288"
11|"November"||||||||||||||"13888834"|"145349289"
10|"October"||||||||||||||"13888834"|"145349290"
9|"September"||||||||||||||"13888834"|"145349291"
4|"April"|"None"||"None"|||||||||||"13888835"|"145349292"
8|"August"|"None"||"None"|||||||||||"13888835"|"145349293"
12|"December"|"None"||"None"|||||||||||"13888835"|"145349294"
2|"February"|"None"||"None"|||||||||||"13888835"|"145349295"
1|"January"|"None"||"None"|||||||||||"13888835"|"145349296"
7|"July"|"None"||"None"|||||||||||"13888835"|"145349297"
6|"June"|"None"||"None"|||||||||||"13888835"|"145349298"
3|"March"|"None"||"None"|||||||||||"13888835"|"145349299"
5|"May"|"None"||"None"|||||||||||"13888835"|"145349300"
11|"November"|"None"||"None"|||||||||||"13888835"|"145349301"
10|"October"|"None"||"None"|||||||||||"13888835"|"145349302"
9|"September"|"None"||"None"|||||||||||"13888835"|"145349303"
4|"April"|"None"||"None"|||||||||||"13888836"|"145349304"
8|"August"|"None"||"None"|||||||||||"13888836"|"145349305"
12|"December"|"None"||"None"|||||||||||"13888836"|"145349306"
2|"February"|"None"||"None"|||||||||||"13888836"|"145349307"
1|"January"|"None"||"None"|||||||||||"13888836"|"145349308"
7|"July"|"None"||"None"|||||||||||"13888836"|"145349309"
6|"June"|"None"||"None"|||||||||||"13888836"|"145349310"
3|"March"|"None"||"None"|||||||||||"13888836"|"145349311"
5|"May"|"None"||"None"|||||||||||"13888836"|"145349312"
11|"November"|"None"||"None"|||||||||||"13888836"|"145349313"
10|"October"|"None"||"None"|||||||||||"13888836"|"145349314"
9|"September"|"None"||"None"|||||||||||"13888836"|"145349315"
4|"April"|"None"|||||||||||||"13888837"|"145349316"
8|"August"|"None"|||||||||||||"13888837"|"145349317"
12|"December"|"None"|||||||||||||"13888837"|"145349318"
2|"February"|"None"|||||||||||||"13888837"|"145349319"
1|"January"|"None"|||||||||||||"13888837"|"145349320"
7|"July"|"None"|||||||||||||"13888837"|"145349321"
6|"June"|"None"|||||||||||||"13888837"|"145349322"
3|"March"|"None"|||||||||||||"13888837"|"145349323"
5|"May"|"None"|||||||||||||"13888837"|"145349324"
11|"November"|"None"|||||||||||||"13888837"|"145349325"
10|"October"|"None"|||||||||||||"13888837"|"145349326"
9|"September"|"None"|||||||||||||"13888837"|"145349327"
4|"April"||||||||||||||"13888838"|"145349328"
8|"August"||||||||||||||"13888838"|"145349329"
12|"December"||||||||||||||"13888838"|"145349330"
2|"February"||||||||||||||"13888838"|"145349331"
1|"January"||||||||||||||"13888838"|"145349332"
7|"July"||||||||||||||"13888838"|"145349333"
6|"June"||||||||||||||"13888838"|"145349334"
3|"March"||||||||||||||"13888838"|"145349335"
5|"May"||||||||||||||"13888838"|"145349336"
11|"November"||||||||||||||"13888838"|"145349337"
10|"October"||||||||||||||"13888838"|"145349338"
9|"September"||||||||||||||"13888838"|"145349339"
4|"April"||||||||||||||"13888839"|"145349340"
8|"August"||||||||||||||"13888839"|"145349341"
12|"December"||||||||||||||"13888839"|"145349342"
2|"February"||||||||||||||"13888839"|"145349343"
1|"January"||||||||||||||"13888839"|"145349344"
7|"July"||||||||||||||"13888839"|"145349345"
6|"June"||||||||||||||"13888839"|"145349346"
3|"March"||||||||||||||"13888839"|"145349347"
5|"May"||||||||||||||"13888839"|"145349348"
11|"November"||||||||||||||"13888839"|"145349349"
10|"October"||||||||||||||"13888839"|"145349350"
9|"September"||||||||||||||"13888839"|"145349351"
4|"April"||||||||||||||"13888840"|"145349352"
8|"August"||||||||||||||"13888840"|"145349353"
12|"December"||||||||||||||"13888840"|"145349354"
2|"February"||||||||||||||"13888840"|"145349355"
1|"January"||||||||||||||"13888840"|"145349356"
7|"July"||||||||||||||"13888840"|"145349357"
6|"June"||||||||||||||"13888840"|"145349358"
3|"March"||||||||||||||"13888840"|"145349359"
5|"May"||||||||||||||"13888840"|"145349360"
11|"November"||||||||||||||"13888840"|"145349361"
10|"October"||||||||||||||"13888840"|"145349362"
9|"September"||||||||||||||"13888840"|"145349363"
4|"April"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"13888841"|"145349364"
8|"August"|"None"||"None"|||||||||||"13888841"|"145349365"
12|"December"|"None"||"None"|||||||||||"13888841"|"145349366"
2|"February"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"13888841"|"145349367"
1|"January"|"None"||"None"|||||||||||"13888841"|"145349368"
7|"July"|"None"||"None"|||||||||||"13888841"|"145349369"
6|"June"|"None"||"None"|||||||||||"13888841"|"145349370"
3|"March"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"13888841"|"145349371"
5|"May"|"None"||"None"|||||||||||"13888841"|"145349372"
11|"November"|"None"||"None"|||||||||||"13888841"|"145349373"
10|"October"|"None"||"None"|||||||||||"13888841"|"145349374"
9|"September"|"None"||"None"|||||||||||"13888841"|"145349375"
4|"April"||||||||||||||"13888842"|"145349376"
8|"August"||||||||||||||"13888842"|"145349377"
12|"December"||||||||||||||"13888842"|"145349378"
2|"February"||||||||||||||"13888842"|"145349379"
1|"January"||||||||||||||"13888842"|"145349380"
7|"July"||||||||||||||"13888842"|"145349381"
6|"June"||||||||||||||"13888842"|"145349382"
3|"March"||||||||||||||"13888842"|"145349383"
5|"May"||||||||||||||"13888842"|"145349384"
